"Journal No.","Conditions of Sale","ISSN","Journal Title","Remarks","Vol.     
Nos","Total no. of Vols","Issues P/A","Rest of World - USD","USA - USD","Canada - USD","Mexico - USD","Subject Area         "
04015,"Oxford","1364-5439","Focus on Powder Coatings",,"2010",1,12,"1180",,,,"Chemistry and Chemical Engineering"
04009,"Oxford","1351-4210","Focus on Surfactants",,"2010",1,12,"1180",,,,"Chemistry and Chemical Engineering"
02025,"Oxford","0308-8146","Food Chemistry
Also available as part of the Food Science Package",,"118-123",6,24,"5567",,,,"Agricultural and Biological Sciences"
03030,"Oxford","0956-7135","Food Control
Also available as part of the Food Science Package",,"21",1,12,"1374",,,,"Agricultural and Biological Sciences"
01029,"Oxford","0268-005X","Food Hydrocolloids",,"24",1,8,"1141",,,,"Agricultural and Biological Sciences"
12652,"Oxford","0740-0020","Food Microbiology",,"27",1,8,"946",,,,"Agricultural and Biological Sciences"
03031,"Oxford","0306-9192","Food Policy",,"35",1,6,"1217",,,,"Agricultural and Biological Sciences"
02026,"Oxford","0950-3293","Food Quality and Preference
Also available as part of the Food Science Package",,"21",1,8,"1217",,,,"Agricultural and Biological Sciences"
02027,"Oxford","0963-9969","Food Research International
Also available as part of the Food Science Package",,"43",1,10,"1830",,,,"Agricultural and Biological Sciences"
00174,"Oxford",,"Food Science Package
Comprising: 
Food Chemistry
Food Control
Food Quality and Preference
Food Research International
International Journal of Food Microbiology 
Trends in Food Science and Technology",,"2010",18,90,"14712",,,,"Agricultural and Biological Sciences"
08633,"Oxford","0960-3085","Food and Bioproducts Processing
For subscriptions to Loss Prevention Bulletin and The Chemical Engineer please contact the Institution of Chemical Engineers at journals@icheme.org",,"88",1,4,"695",,,,"Agricultural and Biological Sciences"
00237,"Oxford","0278-6915","Food and Chemical Toxicology",,"48",1,12,"3522",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
13059,"Orlando, FL","1083-7515","Foot and Ankle Clinics",,"15",1,4,"402",340,402,,"Health Professions"
04056,"Oxford","1268-7731","Foot and Ankle Surgery",,"16",1,4,"582",,,,"Medicine"
08697,"Oxford","1877-8607","Fooyin Journal of Health Sciences","New","1",1,4,"260",,,,"Medicine"
08144,"Oxford",,"Forensic Package
Comprising:
Forensic Science International
Forensic Science International: Genetics 
Journal of Forensic and Legal Medicine
Science and Justice 
Legal Medicine",,"2010",14,52,"3939",,,,"Medicine"
08523,"Oxford","0303-8459","Forensic Science Abstracts (Section 49 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"36",1,6,"2500",,,,"Medicine"
08021,"Oxford","0379-0738","Forensic Science International",,"194-203",10,30,"3567",,,,"Medicine"
04100,"Oxford","1872-4973","Forensic Science International: Genetics",,"4",1,5,"497",,,,"Social and Behavioral Sciences"
05106,"Oxford","0378-1127","Forest Ecology and Management",,"259-260",2,24,"4864",,,,"Agricultural and Biological Sciences"
05554,"Oxford",,"Forest Ecology and Management with Forest Policy and Economics (Combined Subscription)",,"2010",3,32,"5041",,,,"Agricultural and Biological Sciences"
05553,"Oxford","1389-9341","Forest Policy and Economics",,"12",1,8,"531",,,,"Agricultural and Biological Sciences"
07531,"Oxford","0891-5849","Free Radical Biology & Medicine",,"48-49",2,24,"3567",,,,"Life Sciences"
12039,"Oxford","0091-3022","Frontiers in Neuroendocrinology",,"31",1,4,"549",,,,"Neuroscience"
10060,"Oxford","1619-9987","Fu & Sprunggelenk",,"8",1,4,"460",,,,"Medicine"
03032,"Oxford","0016-2361","Fuel",,"89",1,12,"3803",,,,"Engineering, Energy and Technology"
02233,"Oxford","1464-2859","Fuel Cells Bulletin",,"2010",1,12,"1297",,,,"Engineering, Energy and Technology"
05154,"Oxford","0378-3820","Fuel Processing Technology",,"91",1,12,"2872",,,,"Engineering, Energy and Technology"
03033,"Oxford","0140-6701","Fuel and Energy Abstracts",,"51",1,6,"2668",,,,"Engineering, Energy and Technology"
04234,"Oxford","1878-6146","Fungal Biology",,"114",1,12,"1523",,,,"Life Sciences"
04235,"Oxford","1749-4613","Fungal Biology Reviews",,"24",1,4,"126",,,,"Life Sciences"
04293,"Oxford","1754-5048","Fungal Ecology",,"3",1,4,"838",,,,"Medicine"
12038,"Oxford","1087-1845","Fungal Genetics and Biology",,"47",1,12,"732",,,,"Life Sciences"
06010,"Oxford","0920-3796","Fusion Engineering and Design",,"85",1,12,"4867",,,,"Engineering, Energy and Technology"
05273,"Oxford","0167-739X","Future Generation Computer Systems",,"26",1,8,"1199",,,,"Computer Science"
03034,"Oxford","0016-3287","Futures",,"42",1,10,"1288",,,,"Social and Behavioral Sciences"
05371,"Oxford","0165-0114","Fuzzy Sets and Systems",,"161",1,24,"5455",,,,"Computer Science"
13426,"Oxford",,"GI and Hepatology News",,"4",1,12,"199",199,199,,"Medicine"
15747,"Oxford","0213-9111","Gaceta Sanitaria",,"24",1,6,,,,,"Multidiscipline"
05107,"Oxford","0966-6362","Gait & Posture",,"31-32",2,8,"1119",,,,"Medicine"
12040,"Oxford","0899-8256","Games and Economic Behavior",,"68-70",3,6,"918",,,,"Economics, Business and Management"
15738,"Oxford","0210-5705","Gastroenterologia y Hepatologia",,"33",1,10,,,,,"Multidiscipline"
,"Oxford","1578-1550","Gastroenterologia y Hepatologia Continuada",,"9",1,6,,,,,"Multidiscipline"
15350,"Paris","0399-8320","Gastroenterologie Clinique et Biologique",,"34",1,12,"686",,,,"Medicine"
13216,"Orlando, FL","0016-5085","Gastroenterology",,"138-139",2,13,"1265","1,002",,,"Medicine"
08524,"Oxford","0031-3580","Gastroenterology (Section 48 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"77-78",2,16,"4000",,,,"Medicine"
13214,"Orlando, FL","0889-8553","Gastroenterology Clinics of North America",,"39",1,4,"507",416,507,,"Medicine"
13078,"Orlando, FL","0016-5107","Gastrointestinal Endoscopy","Publication Expansion","71-72",2,13,"618",487,,,"Medicine"
13217,"Orlando, FL","1052-5157","Gastrointestinal Endoscopy Clinics of North America",,"20",1,4,"481",394,481,,"Medicine"
07570,,"1550-8579","Gender Medicine
Please order from Excerpta Medica, 685 Route 202/206, Bridgewater, NJ 08807, USA",,"7",1,4,"231",179,,,"Medicine"
05041,"Oxford","0378-1119","Gene",,"449-469",21,42,"11859",,,,"Life Sciences"
05567,"Oxford","1567-133X","Gene Expression Patterns",,"10",1,8,"2276",,,,"Life Sciences"
07654,"Orlando, FL","0163-8343","General Hospital Psychiatry",,"32",1,6,"1077",948,,,"Medicine"
08525,"Oxford","0014-4096","General Pathology and Pathological Anatomy (Section 5 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"132-134",3,30,"8600",,,,"Medicine"
12033,"Oxford","0016-6480","General and Comparative Endocrinology",,"165-169",5,15,"3032",,,,"Life Sciences"
12043,"Oxford","0888-7543","Genomics",,"95-96",2,12,"2286",,,,"Life Sciences"
05602,"Oxford","1672-0229","Genomics, Proteomics & Bioinformatics",,"8",1,4,"502",,,,"Life Sciences"
02235,"Oxford",,"Geo Full Set Series
Comprising:
Ecological Abstracts 
Geographical Abstracts: Human Geography 
Geographical Abstracts: Physical Geography 
Geological Abstracts 
Geomechanics Abstracts 
International Development Abstracts",,"2010",6,60,"11000",,,,"Environmental Sciences"
09110,"Paris","0016-6995","Geobios",,"43",1,6,"286",,,,"Earth and Planetary Sciences"
00212,"Oxford","0016-7037","Geochimica et Cosmochimica Acta",,"74",1,24,"3392",,,,"Earth and Planetary Sciences"
05333,"Oxford","0016-7061","Geoderma",,"153-158",6,24,"3196",,,,"Agricultural and Biological Sciences"
00344,"Oxford","0016-7185","Geoforum",,"41",1,6,"1408",,,,"Social and Behavioral Sciences"
02087,"Oxford","0953-9611","Geographical Abstracts: Human Geography
Also available as part of the Geo Abstracts Full Set Series",,"22",1,12,"3060",,,,"Social and Behavioral Sciences"
02102,"Oxford","0954-0504","Geographical Abstracts: Physical Geography
Also available as part of the Geo Abstracts Full Set Series",,"22",1,12,"4010",,,,"Earth and Planetary Sciences"
08641,"Oxford","1875-3728","Geography and Natural Resources",,"31",1,4,"653",,,,"Social and Behavioral Sciences"
02081,"Oxford","0954-0512","Geological Abstracts
Also available as part of the Geo Abstracts Full Set Series",,"22",1,12,"4040",,,,"Earth and Planetary Sciences"
01011,"Oxford","1365-1617","Geomechanics Abstracts
Also available as part of the Geo Abstracts Full Set Series",,"14",1,6,"1180",,,,"Earth and Planetary Sciences"
05334,"Oxford","0169-555X","Geomorphology",,"114-124",11,44,"2660",,,,"Earth and Planetary Sciences"
01014,"Oxford",,"Geoscience Package
Comprising: 
Journal of African Earth Sciences 
Journal of Asian Earth Sciences 
Journal of South American Earth Sciences",,"2010",8,41,"4771",,,,"Earth and Planetary Sciences"
02028,"Oxford","0266-1144","Geotextiles and Geomembranes",,"28",1,6,"1217",,,,"Engineering, Energy and Technology"
00389,"Oxford","0375-6505","Geothermics",,"39",1,4,"1514",,,,"Engineering, Energy and Technology"
13166,"Orlando, FL","0197-4572","Geriatric Nursing",,"31",1,6,"235",174,,,"Nursing"
08526,"Oxford","0014-424X","Gerontology and Geriatrics (Section 20 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"53",1,8,"2500",,,,"Life Sciences"
01043,"Oxford","0959-3780","Global Environmental Change",,"20",1,4,"849",,,,"Social and Behavioral Sciences"
07407,"Oxford","1044-0283","Global Finance Journal",,"21",1,3,"495",,,,"Economics, Business and Management"
05335,"Oxford","0921-8181","Global and Planetary Change",,"70-74",5,20,"2024",,,,"Earth and Planetary Sciences"
06066,"Oxford","1342-937X","Gondwana Research",,"17-18",2,8,"1171",,,,"Earth and Planetary Sciences"
07408,"Oxford","0740-624X","Government Information Quarterly",,"27",1,4,"584",,,,"Social and Behavioral Sciences"
12044,"Oxford","1524-0703","Graphical Models",,"72",1,6,"830",,,,"Computer Science"
12770,"Oxford","1096-6374","Growth Hormone & IGF Research",,"20",1,6,"565",,,,"Medicine"
12045,"Oxford","0090-8258","Gynecologic Oncology",,"116-119",4,12,"2916",,,,"Medicine"
09104,"Paris","1297-9589","Gynecologie Obstetrique & Fertilite",,"38",1,12,"453",,,,"Medicine"
10023,"Jena","0018-442X","HOMO",,"61",1,6,"718",,,,"Arts and Humanities"
00479,"Oxford","0197-3975","Habitat International",,"34",1,4,"1631",,,,"Social and Behavioral Sciences"
13063,"Orlando, FL","0749-0712","Hand Clinics",,"26",1,4,"561",491,561,,"Medicine"
08550,"Oxford","1568-9883","Harmful Algae",,"9",1,6,"449",,,,"Agricultural and Biological Sciences"
03092,"Oxford","1353-8292","Health & Place","Publication Expansion","16",1,6,"737",,,,"Social and Behavioral Sciences"
01027,"Oxford",,"Health & Place with Social Science & Medicine (Combined Subscription)",,"2010",3,30,"5780",,,,"Social and Behavioral Sciences"
07785,"Chevy Chase, MD","1042-2781","Health News Daily",,"22",1,250,"2005","2,005",,,"Medicine"
13444,"Orlando, FL","1877-1319","Health Outcomes Research in Medicine",,"2",1,6,"1500",,,,"Medicine"
08022,"Oxford","0168-8510","Health Policy",,"94-98",5,15,"2638",,,,"Medicine"
08527,"Oxford","0921-8068","Health Policy, Economics and Management (Section 36 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"46",1,6,"3000",,,,"Medicine"
13452,"Orlando, FL","0840-4704","Healthcare Management Forum","Newly Acquired","23",1,4,"167",167,,,"Health Professions"
05043,"Oxford","0378-5955","Hearing Research",,"259-270",12,24,"6650",,,,"Neuroscience"
13169,"Orlando, FL","0147-9563","Heart & Lung - The Journal of Acute and Critical Care",,"39",1,6,"462",392,,,"Nursing"
13369,"Orlando, FL","1551-7136","Heart Failure Clinics",,"6",1,4,"374",326,374,,"Medicine"
13360,"Orlando, FL","1547-5271","Heart Rhythm",,"7",1,12,"513",487,,,"Medicine"
05496,"Oxford","1443-9506","Heart, Lung and Circulation",,"19",1,12,"539",,,,"Medicine"
08528,"Oxford","0014-4290","Hematology (Section 25 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"103-105",3,24,"5600",,,,"Medicine"
13299,"Orlando, FL","0889-8588","Hematology/Oncology Clinics of North America",,"24",1,6,"591",483,591,,"Medicine"
02163,"Oxford","0385-5414","Heterocycles
Not distributed in Japan by Elsevier. Subscribers in Japan should contact the Japanese Institute of Heterocyclic Chemistry, http://www.heterocycles.com. Not available on ScienceDirect.",,"80-82",3,15,"5368",,,,"Chemistry and Chemical Engineering"
05507,"Oxford","1574-1818","High Energy Density Physics",,"6",1,4,"616",,,,"Physics and Astronomy"
15727,"Oxford","1889-1837","Hipertension y Riesgo Vascular",,"27",1,6,,,,,"Multidiscipline"
12047,"Oxford","0315-0860","Historia Mathematica",,"37",1,4,"389",,,,"Mathematics"
00605,"Oxford","0191-6599","History of European Ideas",,"36",1,4,"784",,,,"Arts and Humanities"
12915,"Oxford","1475-4916","Homeopathy",,"99",1,4,"249",,,,"Medicine"
08588,"Oxford","1561-5413","Hong Kong Journal of Nephrology",,"12",1,2,"180",,,,"Medicine"
08589,"Oxford","1569-1861","Hong Kong Journal of Occupational Therapy",,"20",1,2,"190",,,,"Health Professions"
08585,"Oxford","1013-7025","Hong Kong Physiotherapy Journal",,"28",1,1,"106",,,,"Health Professions"
12046,"Oxford","0018-506X","Hormones and Behavior",,"57-58",2,10,"1472",,,,"Neuroscience"
08529,"Oxford","0014-4266","Human Genetics (Section 22 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"107-109",3,24,"7300",,,,"Life Sciences"
07660,"Oxford","0198-8859","Human Immunology",,"71",1,12,"2002",,,,"Life Sciences"
05274,"Oxford","0167-9457","Human Movement Science
Reduced personal subscriptions are available to members of The International Society for Electromyography and Kinesiology, American Psychological Association, and the Association for Psychological Science. Please contact your nearest regional sales office for details.",,"29",1,6,"942",,,,"Social and Behavioral Sciences"
13064,"Orlando, FL","0046-8177","Human Pathology",,"41",1,12,"749",569,,,"Medicine"
07410,"Oxford","1053-4822","Human Resource Management Review",,"20",1,4,"536",,,,"Economics, Business and Management"
05336,"Oxford","0304-386X","Hydrometallurgy",,"101-105",5,20,"2902",,,,"Earth and Planetary Sciences"
09039,"Paris","0923-2532","IBS, Immuno-analyse & Biologie Specialisee",,"25",1,6,"491",,,,"Medicine"
04123,"Oxford","1474-6670","IFAC papers online",,"1",1,1,,,,,"Engineering, Energy and Technology"
09057,"Paris","1959-0318","IRBM",,"31",1,6,"445",,,,"Medicine"
05382,"Oxford","0019-0578","ISA Transactions(R)",,"49",1,4,"513",,,,"Engineering, Energy and Technology"
05340,"Oxford","0924-2716","ISPRS Journal of Photogrammetry and Remote Sensing",,"65",1,6,"731",,,,"Earth and Planetary Sciences"
09056,"Paris","1297-9570","ITBM-RBM News",,"31",1,6,"90",,,,"Medicine"
12049,"Oxford","0019-1035","Icarus",,"203-208",6,12,"4114",,,,"Earth and Planetary Sciences"
05278,"Oxford","0262-8856","Image and Vision Computing",,"28",1,12,"1741",,,,"Computer Science"
15773,"Paris","1776-9817","Imagerie de la Femme",,"20",1,4,"338",,,,"Life Sciences"
07591,"Orlando, FL - Cell Press","1074-7613","Immunity",,"32-33",2,12,"1227","1,091","1,091",,"Life Sciences"
10026,"Jena","0171-2985","Immunobiology","Publication Expansion","215",1,12,"1415",,,,"Medicine"
05044,"Oxford","0165-2478","Immunology Letters",,"129-135",7,14,"4072",,,,"Life Sciences"
13300,"Orlando, FL","0889-8561","Immunology and Allergy Clinics of North America",,"30",1,4,"463",373,463,,"Medicine"
08530,"Oxford","0014-4304","Immunology, Serology and Transplantation (Section 26 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"132-135",4,32,"7000",,,,"Life Sciences"
05280,"Oxford","0019-3577","Indagationes Mathematicae",,"21",1,4,"504",,,,"Mathematics"
08704,"Oxford","0973-3698","Indian Journal of Rheumatology",,,,,,,,,"Medicine"
05108,"Oxford","0926-6690","Industrial Crops and Products",,"31-32",2,6,"1221",,,,"Agricultural and Biological Sciences"
07663,"Oxford","0019-8501","Industrial Marketing Management",,"39",1,8,"1146",,,,"Economics, Business and Management"
07454,"Oxford","0163-6383","Infant Behavior and Development
Reduced personal subscriptions are available to members of the American Psychological Association, International Society for Infant Studies, Japanese Developmental Psychology Society, International Society for the Study of Behavioral Development, Society for Research in Child Development, Association for Psychological Science and the European Society for Developmental Psychology. Please contact your nearest regional sales office for details.",,"33",1,4,"547",,,,"Social and Behavioral Sciences"
05573,"Oxford","1567-1348","Infection, Genetics and Evolution","Publication Expansion","10",1,8,"583",,,,"Life Sciences"
13224,"Orlando, FL","0891-5520","Infectious Disease Clinics of North America",,"24",1,4,"489",395,489,,"Medicine"
05375,"Oxford","0167-6245","Information Economics and Policy",,"22",1,4,"660",,,,"Economics, Business and Management"
05561,"Oxford","1566-2535","Information Fusion",,"11",1,4,"547",,,,"Computer Science"
00244,"Oxford","0306-4573","Information Processing & Management",,"46",1,6,"1962",,,,"Social and Behavioral Sciences"
05282,"Oxford","0020-0190","Information Processing Letters
Electronic access to Electronic Notes in Theoretical Computer Science (ENTCS) includedNEW!! Elsevier's Theoretical Computer Science Student Collection
 This journal is included in a bundle of 12 premier Theoretical Computer Science journals at a discounted student rate: 
 Click here for more information on eligibility AND/OR to get your online personal student collection today!",,"110",1,24,"2303",,,,"Computer Science"
